trait,id,e2m,m2y,e2m2y,padj,coef,file,method,tissue,category
AnthesistoSilkInterval,AC148152.3_FG001,1.27443428079888e-22,0.000530029596844672,0.000530029596844672,0.0100705623400488,0.158003351961446,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G000231,2.43234171823737e-23,0.123558377007351,0.123558377007351,1,0.0754037216627036,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G009365,0.158479781840179,0.851720167218356,0.851720167218356,1,0.00936556014145331,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G043489,1.66525508882932e-24,0.017553465620767,0.017553465620767,0.280855449932272,0.109615081919693,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G048616,0.0357280210820986,0.310857646283347,0.310857646283347,1,-0.046690964875078,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G052507,2.31116020466543e-20,0.938502353461619,0.938502353461619,1,0.0035270585529659,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G061398,2.81138785898081e-15,0.0232871227596512,0.0232871227596512,0.33080861470738,0.102013559531406,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G084821,0.272720172387647,0.000926310029594868,0.272720172387647,1,0.15113014480903,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G100391,0.0505230584644025,0.44786080400777,0.44786080400777,1,-0.0344188248108238,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G134552,1.1518569716789e-20,0.0118537214937957,0.0118537214937957,0.201513265394527,0.114709104820743,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G152553,2.5454677521337e-22,0.0220731622721246,0.0220731622721246,0.33080861470738,-0.10263126081431,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G168335,8.34478126665924e-23,0.0220539076471586,0.0220539076471586,0.33080861470738,0.103941652381761,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G365515,3.6907476004564e-22,4.15977971073289e-05,4.15977971073289e-05,0.000831955942146578,0.187422319648983,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G399495,0.179718176213252,0.00817247221598372,0.179718176213252,1,-0.126850418740161,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G434388,0.350941086223849,0.0517518781999764,0.350941086223849,1,-0.089541115749118,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G471779,0.00492716581608,0.0752228401133226,0.0752228401133226,0.902674081359871,0.0816215450673678,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G475168,0.337900661175085,0.55887118405665,0.55887118405665,1,-0.0276983217164399,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G476843,0.175083640076995,0.0351286254448844,0.175083640076995,1,0.09502142921543,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM5G831519,8.63582287016067e-20,0.000646074249219142,0.000646074249219142,0.0116293364859446,-0.151763245014289,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,GRMZM5G843174,0.0796115274045261,0.886882004574208,0.886882004574208,1,-0.00591452265638765,res.eq_mediator_AnthesistoSilkInterval_ts_GRoot.csv,res.eq,GRoot,Flowering Time
AnthesistoSilkInterval,AC148167.6_FG001,6.06978874744708e-21,0.0487855408104712,0.0487855408104712,0.82935419377801,-0.0857959019355741,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G007120,0.167023335942972,7.90109670325556e-05,0.167023335942972,1,0.170733323808398,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G014441,0.0737184654637996,0.159129661230552,0.159129661230552,1,-0.0593003349955047,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G015767,3.09707988975437e-25,0.0306818359856895,0.0306818359856895,0.552273047742411,-0.0878989815055458,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G028183,0.331380144491837,0.293109821773678,0.331380144491837,1,0.0467356327153131,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G036640,5.46100896834672e-16,0.351970795540564,0.351970795540564,1,0.0435418607039725,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G037152,0.348615506471739,0.314340861943185,0.348615506471739,1,-0.0479831877172442,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G046966,3.57371032538228e-22,2.80262496237249e-05,2.80262496237249e-05,0.000560524992474498,0.180682447206565,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G059117,0.283821522950412,0.168574608815871,0.283821522950412,1,-0.0604751789869653,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G092669,0.154987977535475,0.865692814078051,0.865692814078051,1,-0.00580566709642686,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G100118,9.26552343163932e-18,0.0251264933492681,0.0251264933492681,0.477403373636094,0.0979973718267953,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G105652,0.457156902154214,0.224557511198463,0.457156902154214,1,-0.0523652528773725,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G135354,0.457005472054106,0.189911741260427,0.457005472054106,1,-0.0607875921179364,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G172642,0.110598820832218,0.0615789998724592,0.110598820832218,1,-0.0871493905729898,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G345155,3.45973449163943e-09,7.58805071665591e-07,7.58805071665591e-07,1.59349065049774e-05,-0.201076749970099,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G353905,0.274739860848843,0.00238038889425685,0.274739860848843,1,0.122284916407639,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G377589,1.96476904581336e-23,0.0885091812964407,0.0885091812964407,1,0.0744898651170041,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G400602,0.00945825283279531,0.183818619426189,0.183818619426189,1,0.0579921661946613,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM2G479744,3.56638046427868e-23,0.098227594302603,0.098227594302603,1,-0.0715833834567353,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM5G890190,0.877388650874978,0.000608950322216639,0.877388650874978,1,-0.159711470471958,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,GRMZM5G899428,0.120841703808636,0.0480026339218451,0.120841703808636,1,-0.0829343282734619,res.eq_mediator_AnthesistoSilkInterval_ts_GShoot.csv,res.eq,GShoot,Flowering Time
AnthesistoSilkInterval,AC148167.6_FG001,0.318098352388983,2.11306233819375e-05,0.318098352388983,1,-0.182882449224137,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,AC209858.4_FG002,0.282347990756515,0.885798742310248,0.885798742310248,1,0.00744793608160168,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G018416,0.545583658602256,0.0143568083631729,0.545583658602256,1,0.10760701279524,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G078118,0.243272366997859,0.00134432077817803,0.243272366997859,1,0.124154882901558,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
AnthesistoSilkInterval,GRMZM2G083427,6.32231061238194e-17,0.639651082484151,0.639651082484151,1,-0.0233066549940791,res.eq_mediator_AnthesistoSilkInterval_ts_Kern.csv,res.eq,Kern,Flowering Time
